,Other_Road_List
2165,"north ramp,i-110 north ramp,off- ramp,10 off- ramp,rig heights,off-ramp rig heights,right lane,off-ramp right lane"
2166,"north ramp,i-110 north ramp,off- ramp,10 off- ramp,rig heights,off-ramp rig heights,right lane,off-ramp right lane,la street,blocked la street"
2167,"obje court,new: obje court,road way,on road way,w estate,i-10 w estate,we street,i-10 we street,wa road,28 wa road,rig heights,basin rig heights,right lane,basin right lane,la street,blocked la street"
2168,"obje court,updated: obje court,road way,on road way,ea street,i-10 ea street,rig heights,62 rig heights,right lane,62 right lane,la street,blocked la street"
2169,"la street,blocked la street"
2170,"la street,blocked la street"
2171,"main street,on main street,street bridge,main street bridge,b ridge,street b ridge,at street,south at street,johns river,st johns river,la street,blocked la street"
2172,"main street,on main street,street bridge,main street bridge,b ridge,street b ridge,at street,north at street,johns river,st johns river,la street,blocked la street"
2173,"main street,the main street,street bridge,main street bridge,b ridge,street b ridge,bridge island,street bridge island,alternate route,an alternate route"
2174,"butler boulevard,sr-202 butler boulevard,w estate,blvd w estate,we street,blvd we street,gate parkway,at gate parkway,pk way,gate pk way,2 center,pkwy 2 center,cen terrace,2 cen terrace,la street,blocked la street"
2175,"rig heights,2 rig heights,la street,blocked la street"
2176,"w estate,i-10 w estate,we street,i-10 we street,before lane,west before lane,lane avenue,before lane avenue,rig heights,ave rig heights,right lane,ave right lane,la street,blocked la street"
2177,"in street,crash in street,le fort,321 le fort,left lane,321 left lane,la street,waze la street"
2178,"rig heights,us-90 rig heights,right lane,us-90 right lane,la street,blocked la street"
2179,"rig heights,cr-234 rig heights,right lane,cr-234 right lane,la street,blocked la street"
2180,"in street,crash in street,le fort,2 le fort,la street,waze la street"
2181,"in street,crash in street,le fort,321 le fort,left lane,321 left lane,la street,waze la street"
2182,"rig heights,cr-234 rig heights,right lane,cr-234 right lane,la street,blocked la street"
2183,"bay meadows,before bay meadows,le fort,2 le fort"
2184,"bay meadows,before bay meadows,le fort,baymeadows le fort,left lane,baymeadows left lane"
2185,"rig heights,us-90 rig heights,right lane,us-90 right lane,la street,blocked la street"
2186,"rig heights,us-90 rig heights,right lane,us-90 right lane,la street,blocked la street"
2187,"le fort,us-90 le fort,left lane,us-90 left lane,la street,blocked la street"
2188,"bay meadows,before bay meadows,le fort,baymeadows le fort,left lane,baymeadows left lane,la street,waze la street"
2189,"emergency road,new: emergency road,ea street,i-10 ea street,rig heights,339 rig heights,right lane,339 right lane,la street,blocked la street"
2190,"new: bridge,b ridge,new: b ridge,butler boulevard,sr-202 butler boulevard,w estate,blvd w estate,we street,blvd we street,rig heights,intracoastal rig heights,right lane,intracoastal right lane"
2191,"obje court,new: obje court,road way,on road way,butler boulevard,sr-202 butler boulevard,ea street,blvd ea street,le fort,e le fort,left lane,e left lane,la street,blocked la street"
2192,"ea street,i-10 ea street,la street,blocked la street"
2193,"ea street,i-10 ea street,la street,blocked la street"
2194,"le fort,us-90 le fort,left lane,us-90 left lane,la street,blocked la street"
2195,"before street,south before street,johns bluff,st johns bluff,le fort,bluff le fort,left lane,bluff left lane,la street,blocked la street"
2196,"new: bridge,b ridge,new: b ridge,dames point,at dames point,rig heights,point rig heights,right lane,point right lane,la street,blocked la street"
2197,"ea street,i-10 ea street,la street,blocked la street"
2198,"new: bridge,b ridge,new: b ridge,dames point,at dames point,rig heights,point rig heights,right lane,point right lane,la street,blocked la street"
2199,"before street,south before street,johns bluff,st johns bluff,le fort,bluff le fort,left lane,bluff left lane,la street,blocked la street"
2200,"ea street,i-10 ea street,la street,blocked la street"
2201,"before street,south before street,johns bluff,st johns bluff,le fort,bluff le fort,left lane,bluff left lane,la street,blocked la street"
2202,"le fort,us-90 le fort,left lane,us-90 left lane,la street,blocked la street"
2203,"le fort,us-90 le fort,left lane,us-90 left lane,la street,blocked la street"
2204,"le fort,447 le fort,left lane,447 left lane,la street,blocked la street"
2205,"ea street,i-10 ea street,la street,blocked la street"
2206,"le fort,447 le fort,left lane,447 left lane,la street,blocked la street"
2207,"emergency road,updated: emergency road,ea street,i-10 ea street,rig heights,339 rig heights,right lane,339 right lane,la street,blocked la street"
2208,"ea street,i-10 ea street,la street,blocked la street"
2209,"butler boulevard,sr-202 butler boulevard,w estate,blvd w estate,we street,blvd we street,le fort,southside le fort,left lane,southside left lane"
2210,"le fort,447 le fort,left lane,447 left lane,la street,blocked la street"
2211,"le fort,447 le fort,left lane,447 left lane,la street,blocked la street"
2212,"le fort,turner le fort,left lane,turner left lane,la street,blocked la street"
2213,None
2214,"ea street,i-10 ea street,la street,blocked la street"
2215,"le fort,2 le fort,la street,waze la street"
2216,"emergency road,updated: emergency road,ea street,i-10 ea street,rig heights,339 rig heights,right lane,339 right lane,la street,blocked la street"
2217,"alta drive,40 alta drive,le fort,dr le fort,left lane,dr left lane,la street,blocked la street"
2218,"le fort,turner le fort,left lane,turner left lane,la street,blocked la street"
2219,"rig heights,sr-121 rig heights,right lane,sr-121 right lane,la street,blocked la street"
2220,"rig heights,sr-121 rig heights,right lane,sr-121 right lane,la street,blocked la street"
2221,"rig heights,2 rig heights,la street,blocked la street"
2222,"la street,blocked la street"
2223,"la street,blocked la street"
2224,"le fort,2 le fort,la street,blocked la street"
2225,"main street,on main street,street bridge,main street bridge,b ridge,street b ridge,at street,south at street,johns river,st johns river,la street,blocked la street"
2226,"main street,on main street,street bridge,main street bridge,b ridge,street b ridge,at street,north at street,johns river,st johns river,la street,blocked la street"
2227,"main street,the main street,street bridge,main street bridge,b ridge,street b ridge,bridge island,street bridge island,alternate route,an alternate route"
2228,"le fort,2 le fort,la street,blocked la street"
2229,"3 street,exit 3 street,aug road,st aug road,le fort,rd le fort,left lane,rd left lane,la street,blocked la street"
2230,"3 street,exit 3 street,aug road,st aug road,le fort,rd le fort,left lane,rd left lane,la street,blocked la street"
2231,"le fort,turner le fort,left lane,turner left lane,la street,blocked la street"
2232,"3 street,exit 3 street,aug road,st aug road,le fort,rd le fort,left lane,rd left lane,la street,blocked la street"
2233,"3 street,exit 3 street,aug road,st aug road,le fort,rd le fort,left lane,rd left lane,la street,blocked la street"
2234,"3 street,exit 3 street,aug road,st aug road,le fort,rd le fort,left lane,rd left lane,la street,blocked la street"
2235,"3 street,exit 3 street,aug road,st aug road,le fort,rd le fort,left lane,rd left lane,la street,blocked la street"
2236,"le fort,turner le fort,left lane,turner left lane,la street,blocked la street"
2237,"le fort,turner le fort,left lane,turner left lane,la street,blocked la street"
2238,"le fort,turner le fort,left lane,turner left lane,la street,blocked la street"
2239,"le fort,turner le fort,left lane,turner left lane,la street,blocked la street"
2240,"bay meadows,341 bay meadows,le fort,baymeadows le fort,left lane,baymeadows left lane,la street,blocked la street"
2241,"353 union,exit 353 union,union street,353 union street,le fort,st le fort,left lane,st left lane,la street,blocked la street"
2242,"la street,blocked la street"
2243,"la street,blocked la street"
2244,"dames point,at dames point,rig heights,point rig heights,right lane,point right lane,la street,blocked la street"
2245,"main street,on main street,street bridge,main street bridge,b ridge,street b ridge,at street,south at street,johns river,st johns river,la street,blocked la street"
2246,"main street,on main street,street bridge,main street bridge,b ridge,street b ridge,at street,north at street,johns river,st johns river,la street,blocked la street"
2247,"obje court,updated: obje court,road way,on road way,dames point,at dames point,rig heights,point rig heights,right lane,point right lane,la street,blocked la street"
2248,"rig heights,warren rig heights,right lane,warren right lane,la street,blocked la street"
2249,"obje court,updated: obje court,road way,on road way,rig heights,3 rig heights,la street,blocked la street"
2250,"obje court,new: obje court,road way,on road way,rig heights,3 rig heights,la street,blocked la street"
2251,"rig heights,warren rig heights,right lane,warren right lane,la street,blocked la street"
2252,"rig heights,warren rig heights,right lane,warren right lane,la street,blocked la street"
2253,"university avenue,sr-26 university avenue,ea street,ave ea street,36th street,w 36th street,rig heights,st rig heights,right lane,st right lane,la street,blocked la street"
2254,"emergency road,updated: emergency road,ea street,i-10 ea street,rig heights,339 rig heights,right lane,339 right lane,la street,blocked la street"
2255,"dames point,at dames point,rig heights,point rig heights,right lane,point right lane,la street,blocked la street"
2256,"obje court,new: obje court,road way,on road way,ea street,i-10 ea street,rig heights,339 rig heights,right lane,339 right lane,la street,blocked la street"
2257,"obje court,updated: obje court,road way,on road way,rig heights,buckman rig heights,right lane,buckman right lane,la street,blocked la street"
2258,"south ramp,i-75 south ramp,le fort,2 le fort,la street,blocked la street"
2259,"b landing,sr-21 b landing,blanding boulevard,sr-21 blanding boulevard,at park,south at park,park street,at park street,la street,blocked la street"
2260,"b landing,on b landing,blanding boulevard,on blanding boulevard,at street,blvd at street,johns avenue,st johns avenue"
2261,"b landing,sr-21 b landing,blanding boulevard,sr-21 blanding boulevard,at park,south at park,park street,at park street,la street,blocked la street"
2262,"ea street,i-10 ea street,le fort,2 le fort,la street,blocked la street"
2263,"obje court,new: obje court,road way,on road way,rig heights,emerson rig heights,right lane,emerson right lane,la street,blocked la street"
2264,"dames point,at dames point,rig heights,point rig heights,right lane,point right lane,la street,blocked la street"
2265,"dames point,at dames point,rig heights,point rig heights,right lane,point right lane,la street,blocked la street"
2266,"ea street,i-10 ea street,le fort,2 le fort,la street,blocked la street"
2267,"ea street,i-10 ea street,le fort,cassat le fort,left lane,cassat left lane,la street,blocked la street"
2268,"ea street,i-10 ea street,le fort,mcduff le fort,left lane,mcduff left lane,la street,blocked la street"
2269,"ea street,i-10 ea street,le fort,mcduff le fort,left lane,mcduff left lane,la street,blocked la street"
2270,"ea street,i-10 ea street,le fort,mcduff le fort,left lane,mcduff left lane,la street,blocked la street"
2271,"obje court,new: obje court,road way,on road way,rig heights,southside rig heights,right lane,southside right lane,la street,blocked la street"
2272,"b landing,sr-21 b landing,blanding boulevard,sr-21 blanding boulevard,la street,walmart la street"
2273,"ea street,i-10 ea street,le fort,mcduff le fort,left lane,mcduff left lane,la street,blocked la street"
2274,"ea street,i-10 ea street,le fort,mcduff le fort,left lane,mcduff left lane,la street,blocked la street"
2275,"b landing,sr-21 b landing,blanding boulevard,sr-21 blanding boulevard,rig heights,2 rig heights,la street,blocked la street"
2276,"ea street,i-10 ea street,le fort,us-17 le fort,left lane,us-17 left lane,la street,blocked la street"
2277,"la street,blocked la street"
2278,"la street,blocked la street"
2279,"le fort,2 le fort,la street,blocked la street"
2280,"rig heights,2 rig heights,la street,blocked la street"
2281,"rig heights,i-95 rig heights,right lane,i-95 right lane,la street,blocked la street"
2282,"rig heights,2 rig heights,la street,blocked la street"
2283,"la street,blocked la street"
2284,"la street,blocked la street"
2285,"le fort,2 le fort,la street,blocked la street"
2286,"rig heights,2 rig heights,la street,blocked la street"
2287,"le fort,2 le fort,la street,blocked la street"
2288,"le fort,2 le fort,la street,blocked la street"
